Date	Well	Jurkat	Target	Stimulus	HLA match	CFSE stained	Count	Cells | %	Single Cells | %	CFSE-A- 7AAD-A+ | %	CFSE-A+ 7AAD-A+ | %	CFSE-A+ 7AAD-A- | %	CFSE-A- 7AAD-A- | %	CFSE-A- 7AAD-A- | #	Jurkats | CD69- CD62L+ | %	Jurkats | CD69+ CD62L+ | %	Jurkats | CD69+ CD62L- | %	Jurkats | CD69- CD62L- | %
2021-02-19	G06	D2H	SK-N-SH	10	N	Y	19142	62.6	65.4	1.24	1.06	3.98	93.7	7340	55.9	1.96	1.49	40.7
2021-02-19	G07	D2H	SK-N-SH	1	N	Y	20667	55.5	82.1	0.89	1.15	4.16	93.8	8831	57.9	1.98	1.47	38.7
2021-02-19	G08	D2H	SK-N-SH	0.1	N	Y	21368	56	75.9	0.8	0.96	4.86	93.4	8469	58.2	2	1.66	38.2
2021-02-19	G09	D2H	SK-N-SH	0	N	Y	31576	39.4	90.1	1.38	1.12	5.88	91.6	10265	40.7	1.08	0.87	57.4
2021-02-19	G10		Karpas-299		Y	N	57638	27.6	90	2.02	1.6	12.3	84.1	12043	2.67	0.066	0.12	97.1
2021-03-26	B02		Karpas-299	10	N	Y	102277	74.7	93.1	0.027	8.1	91.5	0.41	295	19.3	0	0.68	80
2021-03-26	B03		Karpas-299	1	N	Y	101508	71.7	94.7	0.038	6.46	91.2	2.28	1574	67.9	14.3	2.48	15.4
2021-03-26	B04		Karpas-299	0.1	N	Y	81592	70.2	95.1	0.011	5.35	94.1	0.55	298	17.1	2.35	0.34	80.2
2021-03-26	B05		Karpas-299	0	N	Y	61712	63.9	95.4	0.011	4.53	95.2	0.31	115	15.7	0.87	0	83.5
2021-03-26	B06		SW620	10	Y	Y	59386	25	80.6	0.075	9.37	88.6	1.94	232	37.5	1.29	0	61.2
2021-03-26	B07		SW620	1	Y	Y	56642	20.7	84	0.051	10.7	87.9	1.39	137	16.8	0	0	83.2
2021-03-26	B08		SW620	0.1	Y	Y	61386	16.7	83.7	0.093	10.9	87.9	1.12	96	7.29	0	0	92.7
2021-03-26	B09		SW620	0	Y	Y	94756	40.2	77.4	0.18	8.17	89.9	1.73	509	39.3	6.48	2.75	51.5
2021-03-26	B10		Karpas-299		N	N	41034	62.2	92.6	1.12	4.8	32.9	61.1	14454	1.36	0.014	0	98.6
2021-03-26	C02	C1-28	SW620	10	Y	Y	38362	56.5	87.8	0.41	5.02	38.8	55.7	10613	71	14	6.21	8.7
2021-03-26	C03	C1-28	SW620	1	Y	Y	46137	40.9	90.2	0.48	4.08	34.2	61.2	10423	83	6.72	1.51	8.73
2021-03-26	C04	C1-28	SW620	0.1	Y	Y	43319	43.4	90.2	0.44	4.32	33.2	62	10511	85.1	3.86	0.55	10.5
2021-03-26	C05	C1-28	SW620	0	Y	Y	51618	31.8	93.8	0.36	3.99	28.2	67.5	10383	88	2.68	0.29	9.07
2021-03-26	C06	C1-28	Karpas-299	10	N	Y	42016	47.1	96.7	1.07	2.9	41.9	54.1	10354	81.6	3.1	0.61	14.7
2021-03-26	C07	C1-28	Karpas-299	1	N	Y	39041	53.7	96.1	0.94	3.42	44	51.7	10421	82.9	3.25	0.72	13.1
2021-03-26	C08	C1-28	Karpas-299	0.1	N	Y	51324	47.3	95.2	0.93	3.05	51.3	44.7	10337	81.7	3.18	0.64	14.5
2021-03-26	C09	C1-28	Karpas-299	0	N	Y	51639	40.3	96.4	1.19	3	44.5	51.3	10295	76.3	2.62	0.9	20.2
2021-03-26	C10		Karpas-299		N	N	73976	27.5	95.4	0.88	2.79	31.5	64.9	12609	2.54	0.056	0.016	97.4
2021-03-26	D02	C1-28	None	Negative			22196	48.7	98.3	0.65	0.3	0.53	98.5	10473	88.7	3.11	0.38	7.84
2021-03-26	D03	C1-28	None	Negative			23264	45.7	98.9	0.87	0.41	0.15	98.6	10361	88.6	3.48	0.42	7.49
2021-03-26	D04	C1-28	None	Negative			21145	50.2	98.3	0.58	0.34	0.17	98.9	10320	89.8	3.03	0.3	6.88
2021-03-26	D05	C1-28	None	Negative			29014	33.8	98.9	0.91	0.61	0.19	98.3	9538	89.8	3.62	0.27	6.32
2021-03-26	D06	C1-28	None	aCD3			36390	31.2	96.6	2.9	0.51	0.7	95.9	10509	71.8	14.7	5.06	8.47
2021-03-26	D07	C1-28	None	aCD3			36436	20.7	98.3	4.69	0.89	0.49	93.9	6964	63.1	14.8	8.3	13.8
2021-03-26	D08	C1-28	None	aCD3			33934	17.9	98.4	5.39	0.65	0.28	93.7	5596	64	13.1	7.68	15.2
2021-03-26	D09	C1-28	None	aCD3			42342	19.8	98.5	3.98	0.59	0.27	95.2	7866	68.5	10.4	6.14	15
2021-03-26	D10		Karpas-299		N	N	65325	16.6	95.1	1.1	2.53	33.9	62.5	6438	2.72	0.33	0.28	96.7
2021-03-26	E02	C1-28	Karpas-299	10	N	Y	81735	31.2	94.8	0.94	3.78	59.7	35.6	8616	78.5	2.89	0.68	18
2021-03-26	E03	C1-28	Karpas-299	1	N	Y	71740	23.9	94.7	1.13	3.05	54.2	41.6	6746	79.8	3.11	0.49	16.6
2021-03-26	E04	C1-28	Karpas-299	0.1	N	Y	73686	23.1	94.8	1.38	4.62	55.7	38.3	6168	77.3	3.13	0.73	18.9
2021-03-26	E05	C1-28	Karpas-299	0	N	Y	49713	16.4	96.2	2.27	3	40.1	54.6	4289	77	2.82	0.86	19.4
2021-03-26	E06	C1-28	SW620	10	Y	Y	96031	9.66	94.2	0.79	5.53	40	53.7	4694	59.8	12.6	11.5	16.1
2021-03-26	E07	C1-28	SW620	1	Y	Y	96031	17.6	91	0.73	5.53	44.2	49.5	7616	74.6	5.93	2.6	16.9
2021-03-26	E08	C1-28	SW620	0.1	Y	Y	93107	10.6	94.1	0.95	5.31	38.2	55.6	5166	73.8	3.08	1.37	21.8
2021-03-26	E09	C1-28	SW620	0	Y	Y	79849	13.1	94.7	0.58	5.03	34.5	59.9	5940	79.2	2.22	0.84	17.7
2021-03-26	E10		SW620		Y	N	167111	5.11	90.7	4.87	15	16.7	63.4	4907	4.4	0.082	0.02	95.5
2021-03-26	F02		SW620	10	Y	Y	47364	5.22	90.6	0.13	12.1	86.6	1.16	26	7.69	0	3.85	88.5
2021-03-26	F03		SW620	1	Y	Y	46297	3.45	89.9	0.21	16.7	81.5	1.6	23	17.4	0	0	82.6
2021-03-26	F04		SW620	0.1	Y	Y	57735	4.95	90.3	0.19	13.6	83.2	3.02	78	35.9	2.56	0	61.5
2021-03-26	F05		SW620	0	Y	Y	54712	3.85	88.9	0.32	13.6	83.2	2.83	53	30.2	1.89	0	67.9
2021-03-26	F06		Karpas-299	10	N	Y	33891	26.3	94.2	0.036	2.23	97.6	0.12	10	40	0	0	60
2021-03-26	F07		Karpas-299	1	N	Y	52487	42.6	93.6	0.014	3.3	96.5	0.13	28	35.7	0	0	64.3
2021-03-26	F08		Karpas-299	0.1	N	Y	27581	15.5	92.1	0.025	3.28	96.4	0.28	11	54.5	0	0	45.5
2021-03-26	F09		Karpas-299	0	N	Y	34056	26.4	92.8	0.024	2.69	97.2	0.084	7	0	0	0	100
2021-03-26	F10		SW620		Y	N	160654	3.98	89.5	6.79	17.2	16.6	59.4	3394	1.86	0.088	0	98.1
2021-03-26	G02	C1-28	SW620	10	Y	Y	61132	9.01	94.4	1.02	7.27	35.5	56.2	2920	59.4	9.35	11.7	19.6
2021-03-26	G03	C1-28	SW620	1	Y	Y	70507	8.15	95.1	0.84	7.23	35.3	56.7	3098	67.9	4.81	4.03	23.2
2021-03-26	G04	C1-28	SW620	0.1	Y	Y	64049	10.2	93.3	0.77	6.58	36.5	56.2	3424	73	3.04	1.4	22.5
2021-03-26	G05	C1-28	SW620	0	Y	Y	72682	20	90.3	0.56	6.5	40.2	52.7	6919	76.3	1.81	0.65	21.3
2021-03-26	G06	C1-28	Karpas-299	10	N	Y	56224	17.1	92.6	2.19	5.83	47	45	4004	72	2.25	0.92	24.8
2021-03-26	G07	C1-28	Karpas-299	1	N	Y	53442	22.4	92.6	1.91	6.3	39	52.8	5850	68.7	1.38	0.96	28.9
2021-03-26	G08	C1-28	Karpas-299	0.1	N	Y	48004	20.7	93.5	2.12	5.4	42.2	50.3	4679	68.9	1.67	1.09	28.3
2021-03-26	G09	C1-28	Karpas-299	0	N	Y	52431	23.2	94	1.86	4.65	48.2	45.3	5164	67.9	1.68	1.32	29.1
2021-03-26	G10		SW620		Y	N	135671	6.68	91.6	4.38	11.1	19.3	65.3	5415	0.092	0	0	99.9
2021-03-30	B02	 	Karpas-299	10	N	Y	109003	57.5	93.7	0.051	10.8	87.8	1.35	795	63.6	9.06	2.52	24.8
2021-03-30	B03	 	Karpas-299	1	N	Y	113310	45.6	93.2	0.085	18.4	80.2	1.3	624	60.1	8.33	1.44	30.1
2021-03-30	B04	 	Karpas-299	0.1	N	Y	81271	49.3	93.2	0.23	15.5	70.9	13.3	4978	62.9	4	1.21	31.9
2021-03-30	B05	 	Karpas-299	0	N	Y	5293	52.9	93.5	0.19	16.8	72	11.1	290	60.7	2.41	2.07	34.8
2021-03-30	B06	 	SW620	10	Y	Y	122076	22.1	88.5	1.08	17.2	43.4	38.3	9147	47.5	2.58	1.77	48.2
2021-03-30	B07	 	SW620	1	Y	Y	88087	21.5	90.2	1.17	17.3	45.7	35.9	6141	39.8	2.02	1.73	56.4
2021-03-30	B08	 	SW620	0.1	Y	Y	99928	13.6	88.8	1.1	24.1	50.9	23.9	2888	37.2	1.9	1.45	59.5
2021-03-30	B09	 	SW620	0	Y	Y	133009	27	79.1	0.38	18.1	75.5	6.02	1713	0.88	0	0.12	99
2021-03-30	B10	 	Karpas-299	 	N	N	4.82E+05	49.8	92.8	0.23	8.39	80.3	11.1	24672	1.32	0.032	0.016	98.6
2021-03-30	C02	C1-28	SW620	10	Y	Y	305778	29.6	91.3	1.62	8.67	25.3	64.4	53269	53.4	15.5	12	19.1
2021-03-30	C03	C1-28	SW620	1	Y	Y	256262	30.9	92.3	1.18	8.47	23.5	66.8	48783	59.2	6.27	4.49	30
2021-03-30	C04	C1-28	SW620	0.1	Y	Y	202507	25.9	94.6	1.18	8	17.1	73.7	36565	61.2	3.28	1.9	33.6
2021-03-30	C05	C1-28	SW620	0	Y	Y	187123	20.5	95.6	1.33	8.54	15.4	74.7	27425	55.9	2.61	1.81	39.6
2021-03-30	C06	C1-28	Karpas-299	10	N	Y	182374	24.3	96.7	1.79	10.4	25.9	62	26515	22.1	1.27	2.2	74.4
2021-03-30	C07	C1-28	Karpas-299	1	N	Y	159626	30.6	96.2	1.57	9.98	30	58.5	27452	22.3	1.21	2.42	74.1
2021-03-30	C08	C1-28	Karpas-299	0.1	N	Y	134574	31	96.9	1.76	7.52	26.1	64.7	26125	22	1.3	2.4	74.3
2021-03-30	C09	C1-28	Karpas-299	0	N	Y	181397	40.2	95.4	1.45	9.2	34	55.4	38512	20.8	1.06	1.99	76.1
2021-03-30	C10	 	Karpas-299	 	N	N	266961	22.3	95.3	0.55	11.7	80.7	7.05	4010	1.82	0	0.025	98.2
2021-03-30	D02	C1-28	 	Negative	 	 	113578	58.7	95.5	1.14	1.8	5.27	91.8	58453	41.9	1.34	1.21	55.6
2021-03-30	D03	C1-28	 	Negative	 	 	81652	41.5	97	1.73	2.44	3.5	92.3	30348	50	1.64	1.25	47.1
2021-03-30	D04	C1-28	 	Negative	 	 	82405	43.8	95.6	1.62	2.61	3.88	91.9	31671	44.7	1.72	1.36	52.2
2021-03-30	D05	C1-28	 	Negative	 	 	70648	38.7	96.2	1.82	3.14	4.72	90.3	23740	44.3	1.57	1.5	52.6
2021-03-30	D06	C1-28	 	aCD3	 	 	64061	34	96.4	2.41	2.54	3.32	91.7	19287	44	1.85	2.14	52.1
2021-03-30	D07	C1-28	 	aCD3	 	 	75468	43.6	95.2	2.13	2.4	4.49	91	28467	36.5	1.57	2.16	59.8
2021-03-30	D08	C1-28	 	aCD3	 	 	63928	37.7	96.8	2.12	2.22	3.14	92.5	21614	30.7	1	2.21	66.1
2021-03-30	D09	C1-28	 	aCD3	 	 	78065	37.1	96.4	2.23	3.09	5.65	89	24880	39.7	1.36	1.74	57.2
2021-03-30	D10	 	Karpas-299	 	N	N	245506	20.5	95.2	0.57	10.1	82.5	6.86	3287	4.53	0.3	0.27	94.9
2021-03-30	E02	C1-28	Karpas-299	10	N	Y	209121	32.1	94.2	1.53	8.94	37.2	52.4	33100	49	2.52	2.03	46.4
2021-03-30	E03	C1-28	Karpas-299	1	N	Y	165328	24.7	95.5	2.11	8.8	33.1	56	21829	41	1.97	2.19	54.8
2021-03-30	E04	C1-28	Karpas-299	0.1	N	Y	118355	18.7	95.3	3.06	10.8	20.6	65.6	13811	44.7	2.49	2.63	50.2
2021-03-30	E05	C1-28	Karpas-299	0	N	Y	137280	13.1	97	4.01	7.91	15.8	72.2	12645	34.4	1.82	2.58	61.2
2021-03-30	E06	C1-28	SW620	10	Y	Y	181572	9.52	94.1	3.12	13.8	24.1	59	9604	43.2	10.3	15.5	31
2021-03-30	E07	C1-28	SW620	1	Y	Y	132453	9.74	95.9	2.13	12.2	22.6	63	7794	49.2	4.43	5.36	41
2021-03-30	E08	C1-28	SW620	0.1	Y	Y	121303	12	96.4	1.98	8.73	15.4	73.9	10398	59.4	2.28	1.63	36.7
2021-03-30	E09	C1-28	SW620	0	Y	Y	169689	9.58	96	1.96	9.33	19.8	68.9	10764	52.9	2.06	1.55	43.4
2021-03-30	E10	 	SW620	 	Y	N	346584	8.2	90.4	1.28	31.9	56.2	10.6	2709	0.15	0.037	0	99.8
2021-03-30	F02	 	SW620	10	Y	Y	96777	5.88	89.9	1.78	28.3	51.8	18.2	931	30.5	6.55	10.6	52.3
2021-03-30	F03	 	SW620	1	Y	Y	74826	2.59	91.5	1.75	38.8	51.7	7.79	138	2.17	0.72	0	97.1
2021-03-30	F04	 	SW620	0.1	Y	Y	82789	2.33	93.1	2	40.1	50.3	7.57	136	0	0	0.74	99.3
2021-03-30	F05	 	SW620	0	Y	Y	87355	3.65	87.1	1.77	37.6	54.2	6.38	177	3.39	0.56	0	96
2021-03-30	F06	 	Karpas-299	10	N	Y	39312	8.56	89.7	0.36	23.5	75.2	0.96	29	24.1	3.45	6.9	65.5
2021-03-30	F07	 	Karpas-299	1	N	Y	44041	10.2	91	0.46	22.2	77	0.29	12	16.7	0	0	83.3
2021-03-30	F08	 	Karpas-299	0.1	N	Y	39076	8.46	91.4	0.63	19.9	78.8	0.66	20	20	5	5	70
2021-03-30	F09	 	Karpas-299	0	N	Y	61342	23.8	92.5	0.13	15.4	84.1	0.33	44	11.4	2.27	0	86.4
2021-03-30	F10	 	SW620	 	Y	N	367614	7.85	89.5	1.07	28.8	59.6	10.5	2722	0.22	0.073	0.073	99.6
2021-03-30	G02	C1-28	SW620	10	Y	Y	223463	28.2	93.6	1.88	8.88	31	58.2	34336	31.7	6.08	15.4	46.8
2021-03-30	G03	C1-28	SW620	1	Y	Y	226848	19.4	93.6	1.57	9.76	31.7	56.9	23499	40.7	3.28	4.54	51.5
2021-03-30	G04	C1-28	SW620	0.1	Y	Y	177179	17.1	90.8	1.63	11.8	31.8	54.9	15124	42.9	2	1.9	53.2
2021-03-30	G05	C1-28	SW620	0	Y	Y	168254	14.1	91.5	1.82	12.9	27.8	57.5	12454	40.6	1.96	1.81	55.6
2021-03-30	G06	C1-28	Karpas-299	10	N	Y	129362	20.3	90.6	2.03	16.2	34.4	47.4	11252	20.1	0.82	2.18	76.9
2021-03-30	G07	C1-28	Karpas-299	1	N	Y	141777	20.6	90.8	2.2	15	37.9	44.8	11889	19.9	0.8	2.36	77
2021-03-30	G08	C1-28	Karpas-299	0.1	N	Y	100231	15.6	92.5	3.14	12.3	31.3	53.3	7689	19.8	0.9	1.9	77.4
2021-03-30	G09	C1-28	Karpas-299	0	N	Y	117375	13.5	93.1	2.97	12.7	38.7	45.5	6724	17.2	0.59	1.59	80.6
2021-03-30	G10	 	SW620	 	Y	N	397257	5.48	91.6	1.25	29.2	59.9	9.65	1925	0.1	0	0	99.9
2021-04-02	B02	 	MDA-MB-436	10	N	Y	9913	1.67	91	0.66	31.8	47.7	19.9	30	76.7	3.33	0	20
2021-04-02	B03	 	MDA-MB-436	1	N	Y	10613	1.71	91.2	0.6	31.9	40.4	27.1	45	77.8	6.67	2.22	13.3
2021-04-02	B04	 	MDA-MB-436	0.1	N	Y	9423	1.27	93.3	1.79	33.9	35.7	28.6	32	78.1	3.12	0	18.8
2021-04-02	B05	 	MDA-MB-436	0	N	Y	8877	3.22	97.2	1.8	20.1	25.2	52.9	147	78.2	4.08	0	17.7
2021-04-02	B06	 	Karpas-299	10	Y	Y	54047	32.8	93.4	6.04E-03	15.8	83.8	0.3	50	80	4	0	16
2021-04-02	B07	 	Karpas-299	1	Y	Y	44937	29.1	94	0	19.6	80.2	0.2	25	56	8	4	32
2021-04-02	B08	 	Karpas-299	0.1	Y	Y	37196	27.6	94.9	0	18.3	81.4	0.33	32	75	6.25	0	18.8
2021-04-02	B09	 	Karpas-299	0	Y	Y	86222	61.9	87.8	2.13E-03	26.5	73.3	0.21	98	86.7	4.08	0	9.18
2021-04-02	B10	 	MDA-MB-436		N	Y	153503	3.89	72.3	4.69	36.2	34.8	24.3	1048	9.45	0.48	0.095	90
2021-04-02	C02	KFJ5	Karpas-299	10	Y	Y	140820	31.1	95.8	1.3	5.67	24.2	68.9	28914	51	10	7	32
2021-04-02	C03	KFJ5	Karpas-299	1	Y	Y	90251	34.5	95.2	0.97	6.18	25.3	67.6	20060	72.7	3.53	1.07	22.7
2021-04-02	C04	KFJ5	Karpas-299	0.1	Y	Y	84259	28.7	96.8	0.99	6.16	24.1	68.8	16105	58.2	1.38	0.97	39.4
2021-04-02	C05	KFJ5	Karpas-299	0	Y	Y	79761	26.9	96.6	0.92	6.49	23.5	69.1	14296	72	1.85	0.62	25.5
2021-04-02	C06	KFJ5	MDA-MB-436	10	N	Y	52539	21.9	98.4	0.93	1.08	1.28	96.7	10963	77.5	5.37	0.84	16.3
2021-04-02	C07	KFJ5	MDA-MB-436	1	N	Y	78809	38.9	98.2	0.58	0.94	1.67	96.8	29135	79.5	6.27	0.71	13.5
2021-04-02	C08	KFJ5	MDA-MB-436	0.1	N	Y	97060	45.1	95.8	0.56	0.95	2.02	96.5	40487	76.6	6.14	0.73	16.6
2021-04-02	C09	KFJ5	MDA-MB-436	0	N	Y	127628	53.7	96.3	0.49	0.78	2.26	96.5	63622	66.9	5.16	0.99	27
2021-04-02	C10	 	MDA-MB-436		N	Y	139664	1.43	83.5	5.33	32.2	31.3	31.2	521	4.8	0.38	0	94.8
2021-04-02	D02	KFJ5		Negative			69951	51.2	96.4	0.75	0.28	0.15	98.8	34126	90.7	2.06	0.18	7.09
2021-04-02	D03	KFJ5		Negative			53817	33.2	98.5	1.06	0.49	0.15	98.3	17299	90.6	1.98	0.21	7.23
2021-04-02	D04	KFJ5		Negative			35179	21.7	99.3	1.37	0.46	0.12	98	7421	80	1.67	0.28	18.1
2021-04-02	D05	KFJ5		Negative			33179	12.9	98.4	2.24	0.98	0.21	96.6	4054	81.4	1.63	0.35	16.7
2021-04-02	D06	KFJ5		aCD3			39088	25.4	99.2	1.65	0.56	0.081	97.7	9624	85.3	2.36	0.55	11.8
2021-04-02	D07	KFJ5		aCD3			34021	17.6	98.7	2.77	0.69	0.12	96.4	5701	80.9	2.63	0.93	15.6
2021-04-02	D08	KFJ5		aCD3			35899	18.6	98.4	2.58	0.76	0.11	96.6	6334	77	3.24	1.82	18
2021-04-02	D09	KFJ5		aCD3			37292	19.3	97.9	2.61	0.78	0.085	96.5	6812	69.8	1.95	1.53	26.7
2021-04-02	D10	 	MDA-MB-436		N	Y	136335	1.1	81.8	9.59	27.8	27.3	35.3	434	7.37	0	0	92.6
2021-04-02	E02	KFJ5	MDA-MB-436	10	N	Y	118424	55.2	96.7	0.49	0.54	1.23	97.7	61752	82.1	4.8	0.55	12.5
2021-04-02	E03	KFJ5	MDA-MB-436	1	N	Y	76728	32.7	97	0.57	0.71	1.64	97.1	23648	80.8	5.69	0.71	12.8
2021-04-02	E04	KFJ5	MDA-MB-436	0.1	N	Y	49271	13.1	97.8	1.09	1.44	1.6	95.9	6050	82.4	5.9	0.66	11
2021-04-02	E05	KFJ5	MDA-MB-436	0	N	Y	56770	15.7	98.1	1.09	1.23	2.3	95.4	8363	81.6	4.95	0.66	12.7
2021-04-02	E06	KFJ5	Karpas-299	10	Y	Y	110913	9.42	95.1	2.7	10.6	27.6	59.1	5872	53.5	7.78	8.57	30.2
2021-04-02	E07	KFJ5	Karpas-299	1	Y	Y	76060	10.3	94.5	2.03	9.85	23.2	64.9	4800	58.9	2.02	1.88	37.2
2021-04-02	E08	KFJ5	Karpas-299	0.1	Y	Y	71408	8.62	96	1.98	8.47	22.6	67	3955	57.3	1.16	1.01	40.5
2021-04-02	E09	KFJ5	Karpas-299	0	Y	Y	67921	7.55	97.3	2.65	9.46	16.9	71	3544	39.5	0.4	1.13	59
2021-04-02	E10	 	Karpas-299		Y	Y	101510	23.6	92.5	1.22	3.93	36.1	58.7	13016	0.75	0	7.68E-03	99.2
2021-04-02	F02	 	Karpas-299	10	Y	Y	67523	37	92.8	0	15.4	84.3	0.33	76	73.7	6.58	2.63	17.1
2021-04-02	F03	 	Karpas-299	1	Y	Y	37953	19.6	90	0	14.2	85	0.83	56	78.6	1.79	1.79	17.9
2021-04-02	F04	 	Karpas-299	0.1	Y	Y	34162	22.6	91.8	0	9.78	89.5	0.68	48	75	0	2.08	22.9
2021-04-02	F05	 	Karpas-299	0	Y	Y	44050	27.9	90.7	0.018	13.4	85.5	1.14	127	72.4	2.36	0.79	24.4
2021-04-02	F06	 	MDA-MB-436	10	N	Y	7871	1.08	96.5	1.22	20.7	32.9	45.1	37	83.8	0	0	16.2
2021-04-02	F07	 	MDA-MB-436	1	N	Y	11404	1.12	92.2	1.69	29.7	32.2	36.4	43	72.1	6.98	2.33	18.6
2021-04-02	F08	 	MDA-MB-436	0.1	N	Y	13932	0.57	94.9	0	30.7	40	29.3	22	81.8	13.6	0	4.55
2021-04-02	F09	 	MDA-MB-436	0	N	Y	12764	0.67	87.2	0	33.3	42.7	24	18	66.7	0	0	33.3
2021-04-02	F10	 	Karpas-299		Y	Y	113683	33.7	91.4	1.15	4.23	31.7	62.9	22015	0.64	9.08E-03	0	99.4
2021-04-02	G02	KFJ5	Karpas-299	10	Y	Y	138482	24	93	1.46	10.9	29.1	58.5	18063	37.9	2.7	6.21	53.2
2021-04-02	G03	KFJ5	Karpas-299	1	Y	Y	95573	30.7	92.6	0.83	10.7	30.2	58.3	15826	54.9	1.5	1.37	42.3
2021-04-02	G04	KFJ5	Karpas-299	0.1	Y	Y	81553	18.2	93.7	1.41	9.84	22.7	66.1	9182	51.1	0.83	0.87	47.2
2021-04-02	G05	KFJ5	Karpas-299	0	Y	Y	73418	18.9	93	1.59	12.3	26.2	59.9	7730	57.6	1.05	0.85	40.5
2021-04-02	G06	KFJ5	MDA-MB-436	10	N	Y	67771	28.5	95.7	1.15	1.08	1.52	96.2	17776	78	4.23	0.83	16.9
2021-04-02	G07	KFJ5	MDA-MB-436	1	N	Y	72869	25.1	96.2	1.06	1.42	2.01	95.5	16826	75.1	3.71	0.84	20.3
2021-04-02	G08	KFJ5	MDA-MB-436	0.1	N	Y	104619	44.4	93.7	0.88	0.9	2.1	96.1	41811	75.2	3.44	0.86	20.5
2021-04-02	G09	KFJ5	MDA-MB-436	0	N	Y	82164	32.3	96.5	0.94	1.08	2.82	95.2	24388	51.7	0.95	0.68	46.7
2021-04-02	G10	 	Karpas-299		Y	Y	118634	29.6	93.2	1.51	4.43	30	64.1	20977	0.48	4.77E-03	4.77E-03	99.5
2021-04-06	B02	 	SU-DHL-1	10	N	Y	27888	5.74	91.1	2.74	56	28.7	12.6	183	29	2.73	0.55	67.8
2021-04-06	B03	 	SU-DHL-1	1	N	Y	25714	6.33	90.2	1.29	53.2	36.2	9.33	137	31.4	2.92	0	65.7
2021-04-06	B04	 	SU-DHL-1	0.1	N	Y	30041	8.38	92.2	1.68	44.9	37.1	16.3	378	52.4	1.32	0.53	45.8
2021-04-06	B05	 	SU-DHL-1	0	N	Y	30017	7.44	90.8	1.38	49.9	38.9	9.81	199	17.6	2.01	0	80.4
2021-04-06	B06	 	Karpas-299	10	Y	Y	58116	44.5	95.7	4.04E-03	48.6	51.2	0.19	47	76.6	0	0	23.4
2021-04-06	B07	 	Karpas-299	1	Y	Y	55914	44.5	95.7	0.013	45.8	53.8	0.39	93	80.6	1.08	0	18.3
2021-04-06	B08	 	Karpas-299	0.1	Y	Y	55195	43.7	95.7	0.043	47	51	2	462	84.2	2.16	0.22	13.4
2021-04-06	B09	 	Karpas-299	0	Y	Y	72230	52.9	93.8	0.3	43.1	54.9	1.63	585	23.9	0.34	0.17	75.6
2021-04-06	B10	 	SU-DHL-1	 	N	N	43567	14.8	81.8	16.7	12	7.72	63.6	3355	1.91	0.24	0	97.9
2021-04-06	C02	KFJ5	Karpas-299	10	Y	Y	233811	59.4	94.9	0.64	19.6	24.6	55.2	72673	47.2	9.83	5.4	37.6
2021-04-06	C03	KFJ5	Karpas-299	1	Y	Y	121337	51.4	97.6	0.63	11	16.4	72	43778	72.3	6.24	2.16	19.3
2021-04-06	C04	KFJ5	Karpas-299	0.1	Y	Y	140069	54.8	97.2	0.38	13	18.8	67.8	50545	74.4	3.14	1.02	21.4
2021-04-06	C05	KFJ5	Karpas-299	0	Y	Y	119159	51.2	97.5	0.52	10.4	14	75.1	44684	77.3	3.2	0.91	18.6
2021-04-06	C06	KFJ5	SU-DHL-1	10	N	Y	119336	44.9	97.4	0.48	3.99	5.58	89.9	46953	72.2	2.18	0.62	25
2021-04-06	C07	KFJ5	SU-DHL-1	1	N	Y	110716	47.3	97.1	0.54	3.09	5.06	91.3	46454	76.7	2.71	0.51	20
2021-04-06	C08	KFJ5	SU-DHL-1	0.1	N	Y	122043	44.6	96.8	0.59	3.69	5.92	89.8	47286	71.7	2.18	0.6	25.6
2021-04-06	C09	KFJ5	SU-DHL-1	0	N	Y	129240	44.9	96.4	0.59	3.3	5.82	90.3	50515	75	1.96	0.42	22.6
2021-04-06	C10	 	SU-DHL-1	 	N	N	41712	10.1	77.7	18	10.2	7.16	64.6	2111	5.5	0.38	0.095	94
2021-04-06	D02	KFJ5	 	Negative	 	NA	109579	78.2	97.4	0.72	0.19	0.1	99	82652	59.9	1.13	0.76	38.2
2021-04-06	D03	KFJ5	 	Negative	 	NA	50755	57.6	98.7	0.88	0.19	0.087	98.8	28529	68.6	1.24	0.61	29.6
2021-04-06	D04	KFJ5	 	Negative	 	NA	47969	52.3	98.7	0.9	0.23	0.069	98.8	24440	62.9	0.83	0.65	35.6
2021-04-06	D05	KFJ5	 	Negative	 	NA	49423	50.6	98.4	1.05	0.2	0.085	98.7	24270	62.8	0.85	0.64	35.7
2021-04-06	D06	KFJ5	 	aCD3	 	NA	44574	47.6	98.8	1.12	0.27	0.076	98.5	20639	68.4	1.47	0.98	29.1
2021-04-06	D07	KFJ5	 	aCD3	 	NA	45583	45.9	98.7	1.12	0.25	0.097	98.5	20339	62.6	1.19	1.41	34.8
2021-04-06	D08	KFJ5	 	aCD3	 	NA	39961	46.7	98.8	1.07	0.22	0.16	98.5	18182	70.3	1.36	0.85	27.5
2021-04-06	D09	KFJ5	 	aCD3	 	NA	45892	44.4	98.8	1.11	0.28	0.11	98.5	19827	69.4	1.21	0.63	28.8
2021-04-06	D10	 	SU-DHL-1	 	N	N	45441	12.1	80.6	15.6	10.8	7.1	66.5	2939	8.61	0.14	0.068	91.2
